case_id,document_id,hypothesis_id,gold_label,predicted_label,correct,rule_fired,rule_polarity,matched_phrase,matched_span_start,matched_span_end,evidence_hit,joint_success,failure_family,notes
train::113::nda-1,113,nda-1,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::113::nda-19,113,nda-19,Entailment,Entailment,True,True,positive_fired,survive termination,9216,9235,True,True,n/a (fully correct),
train::113::nda-12,113,nda-12,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::113::nda-20,113,nda-20,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::113::nda-3,113,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::113::nda-18,113,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::113::nda-7,113,nda-7,Entailment,Entailment,True,True,positive_fired,representatives,1212,1227,False,False,"correct label, misaligned/wrong evidence span",
train::113::nda-17,113,nda-17,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::113::nda-8,113,nda-8,Entailment,Entailment,True,True,positive_fired,subpoena,7212,7220,True,True,n/a (fully correct),
train::113::nda-13,113,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::113::nda-5,113,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::113::nda-4,113,nda-4,Entailment,Contradiction,False,True,negative_fired,for any purpose,4056,4071,True,False,positive case matched a negative phrase (or vice versa) -- possible conflicting/ambiguous phrasing,
train::114::nda-11,114,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::114::nda-16,114,nda-16,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::114::nda-15,114,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::114::nda-10,114,nda-10,NotMentioned,Entailment,False,True,positive_fired,negotiat,13482,13490,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'negotiat')",
train::114::nda-2,114,nda-2,NotMentioned,Contradiction,False,True,negative_fired,business information,12427,12447,,False,"rule fired on distractor/false-positive text (NotMentioned->Contradiction, matched phrase 'business information')",
train::114::nda-1,114,nda-1,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::114::nda-19,114,nda-19,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::114::nda-12,114,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::114::nda-20,114,nda-20,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::114::nda-3,114,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::114::nda-18,114,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::114::nda-7,114,nda-7,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::114::nda-17,114,nda-17,Contradiction,Contradiction,True,True,negative_fired,shall not copy,4896,4910,True,True,n/a (fully correct),
train::114::nda-8,114,nda-8,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::114::nda-13,114,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::114::nda-5,114,nda-5,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::114::nda-4,114,nda-4,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::115::nda-11,115,nda-11,Entailment,Entailment,True,True,positive_fired,reverse engineer,3560,3576,True,True,n/a (fully correct),
train::115::nda-16,115,nda-16,NotMentioned,Entailment,False,True,positive_fired,shall return,8433,8445,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'shall return')",
train::115::nda-15,115,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::115::nda-10,115,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::115::nda-2,115,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::115::nda-1,115,nda-1,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::115::nda-19,115,nda-19,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::115::nda-12,115,nda-12,Entailment,Entailment,True,True,positive_fired,independently develop,7486,7507,True,False,n/a (fully correct),
train::115::nda-20,115,nda-20,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::115::nda-3,115,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::115::nda-18,115,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::115::nda-7,115,nda-7,Entailment,Entailment,True,True,positive_fired,consultants,4519,4530,True,False,n/a (fully correct),
train::115::nda-17,115,nda-17,Entailment,Entailment,True,True,positive_fired,may make copies,5718,5733,True,True,n/a (fully correct),
train::115::nda-8,115,nda-8,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::115::nda-13,115,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::115::nda-5,115,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::115::nda-4,115,nda-4,Entailment,Contradiction,False,True,negative_fired,for any purpose,3646,3661,False,False,positive case matched a negative phrase (or vice versa) -- possible conflicting/ambiguous phrasing,
train::116::nda-11,116,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::116::nda-16,116,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::116::nda-15,116,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::116::nda-10,116,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::116::nda-2,116,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::116::nda-1,116,nda-1,NotMentioned,Entailment,False,True,positive_fired,clearly marked,2368,2382,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'clearly marked')",
train::116::nda-19,116,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::116::nda-12,116,nda-12,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::116::nda-20,116,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::116::nda-3,116,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::116::nda-18,116,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::116::nda-7,116,nda-7,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::116::nda-17,116,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::116::nda-8,116,nda-8,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::116::nda-13,116,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::116::nda-5,116,nda-5,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::116::nda-4,116,nda-4,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-11,118,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-16,118,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-15,118,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::118::nda-10,118,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-2,118,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::118::nda-1,118,nda-1,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::118::nda-19,118,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-12,118,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-20,118,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-3,118,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-18,118,nda-18,Entailment,Entailment,True,True,positive_fired,non-solicitation,42,58,False,False,"correct label, misaligned/wrong evidence span",
train::118::nda-7,118,nda-7,Contradiction,Entailment,False,True,positive_fired,representatives,4914,4929,False,False,negative case matched a positive phrase -- possible conflicting/ambiguous phrasing,
train::118::nda-17,118,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-8,118,nda-8,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-13,118,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-5,118,nda-5,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::118::nda-4,118,nda-4,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::119::nda-11,119,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::119::nda-16,119,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::119::nda-15,119,nda-15,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::119::nda-10,119,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::119::nda-2,119,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::119::nda-1,119,nda-1,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::119::nda-19,119,nda-19,Entailment,Entailment,True,True,positive_fired,survive the termination,4803,4826,True,True,n/a (fully correct),
train::119::nda-12,119,nda-12,Entailment,Entailment,True,True,positive_fired,independently develop,2123,2144,True,True,n/a (fully correct),
train::119::nda-20,119,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::119::nda-3,119,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::119::nda-18,119,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::119::nda-7,119,nda-7,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::119::nda-17,119,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::119::nda-8,119,nda-8,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::119::nda-13,119,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::119::nda-5,119,nda-5,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::119::nda-4,119,nda-4,Entailment,Entailment,True,True,positive_fired,for no other purpose,4061,4081,True,True,n/a (fully correct),
train::120::nda-11,120,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::120::nda-16,120,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::120::nda-15,120,nda-15,Entailment,Entailment,True,True,positive_fired,no license,2528,2538,False,False,"correct label, misaligned/wrong evidence span",
train::120::nda-10,120,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::120::nda-2,120,nda-2,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::120::nda-1,120,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::120::nda-19,120,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::120::nda-12,120,nda-12,Entailment,Entailment,True,True,positive_fired,independently develop,2011,2032,True,True,n/a (fully correct),
train::120::nda-20,120,nda-20,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::120::nda-3,120,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::120::nda-18,120,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::120::nda-7,120,nda-7,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::120::nda-17,120,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::120::nda-8,120,nda-8,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::120::nda-13,120,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::120::nda-5,120,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::120::nda-4,120,nda-4,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::121::nda-11,121,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::121::nda-16,121,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::121::nda-15,121,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::121::nda-10,121,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::121::nda-2,121,nda-2,Contradiction,Contradiction,True,True,negative_fired,financial information,428,449,True,True,n/a (fully correct),
train::121::nda-1,121,nda-1,Contradiction,Entailment,False,True,positive_fired,expressly identif,588,605,True,False,negative case matched a positive phrase -- possible conflicting/ambiguous phrasing,
train::121::nda-19,121,nda-19,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::121::nda-12,121,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::121::nda-20,121,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::121::nda-3,121,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::121::nda-18,121,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::121::nda-7,121,nda-7,Entailment,Entailment,True,True,positive_fired,consultants,1960,1971,True,True,n/a (fully correct),
train::121::nda-17,121,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::121::nda-8,121,nda-8,Entailment,Entailment,True,True,positive_fired,required by law,3183,3198,True,True,n/a (fully correct),
train::121::nda-13,121,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::121::nda-5,121,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::121::nda-4,121,nda-4,Entailment,Entailment,True,True,positive_fired,used only for,691,704,True,True,n/a (fully correct),
train::122::nda-11,122,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::122::nda-16,122,nda-16,NotMentioned,Entailment,False,True,positive_fired,shall destroy,1582,1595,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'shall destroy')",
train::122::nda-15,122,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::122::nda-10,122,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::122::nda-2,122,nda-2,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::122::nda-1,122,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::122::nda-19,122,nda-19,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::122::nda-12,122,nda-12,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::122::nda-20,122,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::122::nda-3,122,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::122::nda-18,122,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::122::nda-7,122,nda-7,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::122::nda-17,122,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::122::nda-8,122,nda-8,Entailment,Entailment,True,True,positive_fired,required by law,1323,1338,True,True,n/a (fully correct),
train::122::nda-13,122,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::122::nda-5,122,nda-5,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::122::nda-4,122,nda-4,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::123::nda-11,123,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-16,123,nda-16,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::123::nda-15,123,nda-15,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::123::nda-10,123,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-2,123,nda-2,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-1,123,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-19,123,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-12,123,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-20,123,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-3,123,nda-3,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-18,123,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-7,123,nda-7,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::123::nda-17,123,nda-17,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::123::nda-8,123,nda-8,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-13,123,nda-13,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::123::nda-5,123,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::123::nda-4,123,nda-4,Entailment,Entailment,True,True,positive_fired,only for the purpose,421,441,False,False,"correct label, misaligned/wrong evidence span",
train::124::nda-11,124,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::124::nda-16,124,nda-16,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::124::nda-15,124,nda-15,Entailment,Entailment,True,True,positive_fired,not be construed to grant,3621,3646,True,True,n/a (fully correct),
train::124::nda-10,124,nda-10,NotMentioned,Entailment,False,True,positive_fired,negotiat,3297,3305,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'negotiat')",
train::124::nda-2,124,nda-2,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::124::nda-1,124,nda-1,Entailment,Entailment,True,True,positive_fired,marked confidential,1015,1034,True,False,n/a (fully correct),
train::124::nda-19,124,nda-19,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::124::nda-12,124,nda-12,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::124::nda-20,124,nda-20,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::124::nda-3,124,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::124::nda-18,124,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::124::nda-7,124,nda-7,Entailment,Entailment,True,True,positive_fired,consultants,2655,2666,True,True,n/a (fully correct),
train::124::nda-17,124,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::124::nda-8,124,nda-8,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::124::nda-13,124,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::124::nda-5,124,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::124::nda-4,124,nda-4,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::125::nda-11,125,nda-11,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::125::nda-16,125,nda-16,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::125::nda-15,125,nda-15,Entailment,Entailment,True,True,positive_fired,no license,6998,7008,True,True,n/a (fully correct),
train::125::nda-10,125,nda-10,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::125::nda-2,125,nda-2,Contradiction,Contradiction,True,True,negative_fired,financial information,800,821,False,False,"correct label, misaligned/wrong evidence span",
train::125::nda-1,125,nda-1,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::125::nda-19,125,nda-19,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::125::nda-12,125,nda-12,Entailment,Entailment,True,True,positive_fired,independently develop,6320,6341,True,True,n/a (fully correct),
train::125::nda-20,125,nda-20,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::125::nda-3,125,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::125::nda-18,125,nda-18,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::125::nda-7,125,nda-7,Contradiction,Entailment,False,True,positive_fired,representatives,9487,9502,False,False,negative case matched a positive phrase -- possible conflicting/ambiguous phrasing,
train::125::nda-17,125,nda-17,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::125::nda-8,125,nda-8,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::125::nda-13,125,nda-13,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::125::nda-5,125,nda-5,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::125::nda-4,125,nda-4,Entailment,Contradiction,False,True,negative_fired,for any purpose,4635,4650,True,False,positive case matched a negative phrase (or vice versa) -- possible conflicting/ambiguous phrasing,
train::126::nda-11,126,nda-11,Entailment,Entailment,True,True,positive_fired,reverse engineer,6550,6566,True,True,n/a (fully correct),
train::126::nda-16,126,nda-16,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::126::nda-15,126,nda-15,Entailment,Entailment,True,True,positive_fired,does not grant,13257,13271,True,True,n/a (fully correct),
train::126::nda-10,126,nda-10,NotMentioned,Entailment,False,True,positive_fired,negotiat,13011,13019,,False,"rule fired on distractor/false-positive text (NotMentioned->Entailment, matched phrase 'negotiat')",
train::126::nda-2,126,nda-2,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
train::126::nda-1,126,nda-1,NotMentioned,NotMentioned,True,False,none_fired,,,,,True,n/a (fully correct),
train::126::nda-19,126,nda-19,Entailment,Entailment,True,True,positive_fired,shall survive,18674,18687,True,True,n/a (fully correct),
train::126::nda-12,126,nda-12,Entailment,Entailment,True,True,positive_fired,independently develop,5410,5431,True,True,n/a (fully correct),
train::126::nda-20,126,nda-20,Contradiction,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Contradiction->NotMentioned, no phrase matched)",
train::126::nda-3,126,nda-3,Entailment,NotMentioned,False,False,none_fired,,,,False,False,"default NotMentioned overuse (Entailment->NotMentioned, no phrase matched)",
